,id,TSS_start,TSS_frecuency_YPD
3924,YGR270W,1027283,1
3925,YGR271C-A,1038510,38
3926,YGR273C,1039298,1
3927,YGR274C,1043111,5
3928,YGR277C,1046564,6
3929,YGR278W,1046721,57
3930,YGR279C,1050053,73
3931,YGR280C,1051753,140
3932,YGR281W,1052598,1
3933,YGR282C,1058752,630
3934,YGR283C,1060082,3
3935,YGR284C,1061630,97
3936,YGR285C,1063166,347
3937,YGR286C,1065059,10
3938,YGR287C,1069126,3
3939,YGR288W,1070223,5
3940,YGR289C,1076150,2
3941,YGR292W,1076571,1
3942,YGR293C,1080955,1
3943,YGR294W,1078748,1
3944,YGR295C,1082736,1
3945,YHL001W,104256,6106
3946,YHL002C-A,103091,1
3947,YHL002W,102565,8
3948,YHL003C,102017,93
3949,YHL004W,99131,34
3950,YHL005C,101436,0
3951,YHL006C,98858,90
3952,YHL006W-A,97646,2
3953,YHL007C,98074,12
3954,YHL008C,94678,15
3955,YHL009C,85184,5
3956,YHL010C,83782,2
3957,YHL011C,81716,375
3958,YHL012W,78929,0
3959,YHL013C,78388,19
3960,YHL014C,77314,11
3961,YHL015W,75374,2
3962,YHL015W-A,72610,0
3963,YHL016C,74501,4
3964,YHL017W,70254,7
3965,YHL018W,69694,1
3966,YHL019C,69582,22
3967,YHL020C,67540,83
3968,YHL021C,65919,8
3969,YHL022C,64267,1
3970,YHL023C,62595,4
3971,YHL024W,56477,0
3972,YHL025W,54793,23
3973,YHL026C,54241,5
3974,YHL027W,51016,20
3975,YHL028W,48694,50
3976,YHL029C,47994,80
3977,YHL030W-A,38796,0
3978,YHL031C,39511,153
3979,YHL032C,38548,35
3980,YHL033C,36045,531
3981,YHL034C,34196,213
3982,YHL036W,26211,7
3983,YHL037C,26506,2
3984,YHL038C,25544,70
3985,YHL039W,21731,296
3986,YHL040C,21157,3
3987,YHL041W,16075,1
3988,YHL042W,15428,1
3989,YHL043W,14892,1
3990,YHL044W,13496,5
3991,YHL045W,12043,1
3992,YHL046C,13300,0
3993,YHL047C,10289,3
3994,YHL048C-A,7648,0
3995,YHL048W,6394,2
3996,YHR001W,106032,61
3997,YHR001W-A,107760,39
3998,YHR002W,108664,11
3999,YHR003C,111328,18
4000,YHR004C,113242,0
4001,YHR005C,114961,4
4002,YHR005C-A,115935,1721
4003,YHR006W,117768,49
4004,YHR007C,121825,3249
4005,YHR007C-A,123022,2
4006,YHR008C,123666,67
4007,YHR009C,125915,35
4008,YHR010W,126489,7788
4009,YHR011W,127772,9
4010,YHR012W,129460,47
4011,YHR013C,131473,120
4012,YHR014W,131649,0
4013,YHR016C,138490,20
4014,YHR017W,138686,4
4015,YHR018C,141457,476
4016,YHR019C,143600,1358
4017,YHR020W,143860,307
4018,YHR021C,148738,243
4019,YHR022C,150406,3
4020,YHR022C-A,151340,2
4021,YHR024C,159203,51
4022,YHR025W,159402,109
4023,YHR026W,160729,664
4024,YHR027C,164768,3
4025,YHR028C,167451,16
4026,YHR028W-A,167164,1
4027,YHR029C,168574,53
4028,YHR030C,170521,9
4029,YHR031C,173011,33
4030,YHR032W-A,174221,4
4031,YHR033W,175533,6
4032,YHR034C,178033,12
4033,YHR035W,178135,1
4034,YHR036W,180209,7
4035,YHR037W,181957,152
4036,YHR038W,184052,6
4037,YHR039C,186919,26
4038,YHR039C-A,187700,157
4039,YHR040W,187908,62
4040,YHR041C,189875,10
4041,YHR042W,190503,1262
4042,YHR043C,193647,18
4043,YHR044C,194858,4
4044,YHR045W,195421,5
4045,YHR046C,198316,9
4046,YHR047C,201338,113
4047,YHR048W,204559,10
4048,YHR049C-A,209001,1
4049,YHR049W,206420,309
4050,YHR050W,207490,30
4051,YHR050W-A,208896,4
4052,YHR051W,209545,42
4053,YHR052W,210810,29
4054,YHR056W-A,217205,1
4055,YHR057C,218859,88
4056,YHR058C,219928,6
4057,YHR059W,220056,110
4058,YHR060W,220695,4
4059,YHR061C,222504,4
4060,YHR062C,223770,19
4061,YHR063C,225199,26
4062,YHR064C,227183,561
4063,YHR065C,229075,165
4064,YHR066W,229312,48
4065,YHR067W,230937,19
4066,YHR068W,232077,620
4067,YHR069C,234672,16
4068,YHR069C-A,236029,1
4069,YHR070W,234863,52
4070,YHR071C-A,239245,2
4071,YHR071W,235251,1
4072,YHR072W,239032,24
4073,YHR072W-A,241629,41
4074,YHR073C-B,245940,3
4075,YHR073W-A,242552,1
4076,YHR074W,246127,221
4077,YHR075C,249693,6
4078,YHR076W,251056,160
4079,YHR077C,255813,3
4080,YHR078W,256332,21
4081,YHR079C,261847,4
4082,YHR080C,266898,1
4083,YHR081W,267518,159
4084,YHR082C,272394,4
4085,YHR083W,272606,42
4086,YHR084W,273859,9
4087,YHR085W,276726,6
4088,YHR086W,277928,8
4089,YHR087W,280745,29
4090,YHR088W,281463,7
4091,YHR089C,283330,1411
4092,YHR090C,284661,12
4093,YHR091C,286797,33
4094,YHR092C,288886,47
4095,YHR094C,292657,139
4096,YHR095W,291165,0
4097,YHR096C,296605,0
4098,YHR097C,298732,3
4099,YHR098C,302014,92
4100,YHR100C,314719,8
4101,YHR101C,316000,9
4102,YHR102W,316406,1
4103,YHR103W,320230,5
4104,YHR104W,323310,63
4105,YHR105W,324643,2
4106,YHR106W,325597,8
4107,YHR107C,328094,180
4108,YHR108W,328265,146
4109,YHR109W,330295,27
4110,YHR110W,332253,28
4111,YHR111W,333068,21
4112,YHR112C,335695,23
4113,YHR113W,336328,202
4114,YHR115C,341934,1
4115,YHR116W,341297,1
4116,YHR117W,342317,128
4117,YHR118C,345656,7
4118,YHR119W,345808,3
4119,YHR120W,349561,2
4120,YHR121W,352676,307
4121,YHR122W,353616,49
4122,YHR123W,354800,11
4123,YHR125W,358835,0
4124,YHR126C,360219,1
4125,YHR127W,360868,18
4126,YHR128W,362072,138
4127,YHR129C,364244,8
4128,YHR130C,366490,2
4129,YHR131C,368149,2
4130,YHR131W-A,367474,1
4131,YHR132C,369836,137
4132,YHR132W-A,370021,2
4133,YHR133C,371606,5
4134,YHR134W,371748,3
4135,YHR135C,374431,68
4136,YHR136C,375293,3
4137,YHR137C-A,376742,0
4138,YHR137W,375679,44
4139,YHR138C,377771,18
4140,YHR139C,380263,1
4141,YHR140W,380561,2
4142,YHR141C,382774,516
4143,YHR142W,383415,261
4144,YHR143W,385242,66
4145,YHR143W-A,387203,767
4146,YHR144C,388758,10
4147,YHR146W,390261,3
4148,YHR147C,393318,27
4149,YHR148W,393511,27
4150,YHR149C,396805,9
4151,YHR150W,397209,12
4152,YHR151C,401016,14
4153,YHR152W,401384,6
4154,YHR153C,402699,3
4155,YHR154W,402919,2
4156,YHR155W,407009,1
4157,YHR156C,412444,5
4158,YHR157W,412308,0
4159,YHR159W,417474,3
4160,YHR160C,420079,0
4161,YHR161C,422420,17
4162,YHR162W,422895,221
4163,YHR163W,423693,154
4164,YHR164C,429270,0
4165,YHR166C,439118,6
4166,YHR167W,439278,8
4167,YHR168W,440343,9
4168,YHR169W,442132,39
4169,YHR170W,443780,52
4170,YHR171W,445704,12
4171,YHR172W,448253,2
4172,YHR174W,451297,24879
4173,YHR175W,452872,1
4174,YHR175W-A,452921,3
4175,YHR176W,454150,2
4176,YHR177W,456512,1
4177,YHR178W,459249,4
4178,YHR179W,462461,449
4179,YHR180C-B,467071,2
4180,YHR181W,467195,291
4181,YHR182C-A,471533,2
4182,YHR182W,468161,3
4183,YHR183W,470883,676
4184,YHR187W,480955,26
4185,YHR188C,483852,52
4186,YHR189W,483164,0
4187,YHR190W,484796,71
4188,YHR191C,486667,41
4189,YHR192W,486791,75
4190,YHR193C,488268,2823
4191,YHR193C-A,489082,3
4192,YHR194W,488615,10
4193,YHR195W,490573,21
4194,YHR196W,491877,112
4195,YHR197W,493879,61
4196,YHR198C,497280,7
4197,YHR199C,498443,18
4198,YHR200W,499055,552
4199,YHR201C,501166,55
4200,YHR202W,502356,132
4201,YHR203C,505569,753
4202,YHR204W,506272,214
4203,YHR205W,508956,8
4204,YHR206W,512246,2
4205,YHR208W,517511,25
4206,YHR209W,519404,9
4207,YHR210C,521759,4
4208,YHR214W-A,542002,0
4209,YHR216W,554290,112
4210,YIL001W,353881,13
4211,YIL002C,353584,4
4212,YIL002W-A,350273,89
4213,YIL003W,349076,18
4214,YIL004C,348516,6
4215,YIL005W,345559,11
4216,YIL006W,344049,1
4217,YIL007C,343700,8
4218,YIL008W,342490,82
4219,YIL009C-A,336224,9
4220,YIL009W,339336,175
4221,YIL010W,334843,28
4222,YIL011W,333695,90
4223,YIL012W,331113,1
4224,YIL014C-A,325614,6
4225,YIL014W,325929,12
4226,YIL015W,322144,0
4227,YIL016W,321429,41
4228,YIL017C,321035,2
4229,YIL018W,316744,1321
4230,YIL019W,315078,10
4231,YIL020C,314841,29
4232,YIL021W,312843,238
4233,YIL022W,311056,678
4234,YIL023C,310441,11
4235,YIL024C,309337,4
4236,YIL026C,307984,3
4237,YIL027C,304162,13
4238,YIL028W,301566,12
4239,YIL029C,301362,9
4240,YIL030C,300033,6
4241,YIL030W-A,295201,4
4242,YIL031W,292463,5
4243,YIL033C,291777,53
4244,YIL034C,290095,33
4245,YIL035C,289008,151
4246,YIL036W,285516,11
4247,YIL037C,285033,0
4248,YIL038C,282890,6
4249,YIL039W,278397,27
4250,YIL040W,277714,43
4251,YIL041W,276503,1600
4252,YIL042C,276311,15
4253,YIL043C,274946,867
4254,YIL044C,273872,15
4255,YIL045W,271052,5
4256,YIL046W,268651,22
4257,YIL046W-A,268116,8
4258,YIL047C-A,266503,5
4259,YIL048W,261189,1
4260,YIL049W,260152,10
4261,YIL050W,258799,5
4262,YIL051C,258309,2253
4263,YIL052C,257094,2679
4264,YIL053W,255087,883
4265,YIL054W,253413,1
4266,YIL055C,254049,1
4267,YIL056W,249877,36
4268,YIL057C,248407,0
4269,YIL059C,247463,2
4270,YIL061C,245578,6
4271,YIL062C,244489,162
4272,YIL063C,243781,36
4273,YIL064W,241892,0
4274,YIL065C,241814,66
4275,YIL066C,240761,1
4276,YIL066W-A,237286,0
4277,YIL067C,237819,53
4278,YIL068C,235495,5
4279,YIL069C,232414,1069
4280,YIL070C,231106,12
4281,YIL071C,230024,3
4282,YIL071W-A,227313,1
4283,YIL074C,222624,47
4284,YIL075C,220762,3
4285,YIL076W,216646,49
4286,YIL077C,216489,22
4287,YIL078W,212451,4033
4288,YIL079C,212035,16
4289,YIL083C,204758,29
4290,YIL084C,203301,8
4291,YIL085C,202090,68
4292,YIL087C,200193,36
4293,YIL088C,199476,39
4294,YIL089W,195513,5
4295,YIL090W,193457,35
4296,YIL091C,193226,249
4297,YIL092W,188988,13
4298,YIL093C,188867,19
4299,YIL094C,187655,187
4300,YIL095W,183765,8
4301,YIL096C,183144,5
4302,YIL097W,180418,9
4303,YIL098C,180260,31
4304,YIL099W,177957,1
4305,YIL101C,177287,1
4306,YIL102C-A,173647,10
4307,YIL103W,171701,28
4308,YIL104C,171539,83
4309,YIL105C,169802,3
4310,YIL106W,166371,6
4311,YIL107C,165929,7
4312,YIL108W,160863,8
4313,YIL109C,160252,18
4314,YIL110W,156014,29
4315,YIL111W,155199,14
4316,YIL112W,151554,5
4317,YIL113W,150522,2
4318,YIL114C,150017,8
4319,YIL115C,148846,2
4320,YIL116W,142894,2
4321,YIL117C,141676,2
4322,YIL118W,139638,25
4323,YIL119C,138078,5
4324,YIL120W,134221,0
4325,YIL121W,132240,92
4326,YIL122W,130323,3
4327,YIL123W,127440,188
4328,YIL124W,126173,189
4329,YIL125W,122408,2
4330,YIL126W,117910,17
4331,YIL127C,117668,293
4332,YIL128W,113730,3
4333,YIL131C,102292,12
4334,YIL132C,100512,1
4335,YIL133C,99434,231
4336,YIL134C-A,97145,1
4337,YIL134W,97371,8
4338,YIL135C,96433,81
4339,YIL136W,93595,5
4340,YIL137C,92837,17
4341,YIL138C,89725,135
4342,YIL139C,88734,15
4343,YIL140W,85263,3
4344,YIL142C-A,84843,0
4345,YIL142W,83275,136
4346,YIL143C,83100,1
4347,YIL144W,77972,2
4348,YIL145C,77292,21
4349,YIL146C,76129,11
4350,YIL147C,73669,2
4351,YIL148W,68682,1145
4352,YIL150C,62759,16
4353,YIL151C,60868,1
4354,YIL152W,56532,30
4355,YIL153W,55177,4
4356,YIL154C,55046,35
4357,YIL155C,53779,6
4358,YIL156W,48089,1
4359,YIL156W-B,47677,32
4360,YIL157C,47546,29
4361,YIL158W,46190,16
4362,YIL159W,41787,1
4363,YIL160C,41478,0
4364,YIL161W,39423,9
4365,YIL162W,37346,33
4366,YIL163C,37281,1
4367,YIL165C,34268,3
4368,YIL166C,32973,1
4369,YIL169C,26146,2
4370,YIR001C,356947,3
4371,YIR002C,360487,1
4372,YIR003W,360872,77
4373,YIR004W,363168,14
4374,YIR005W,364844,7
4375,YIR006C,369966,1
4376,YIR007W,370697,13
4377,YIR008C,374365,6
4378,YIR009W,374447,8
4379,YIR010W,375363,15
4380,YIR011C,378262,40
4381,YIR012W,378461,128
4382,YIR013C,381808,1
4383,YIR014W,381056,1
4384,YIR016W,382601,5
4385,YIR017C,384129,4
4386,YIR018C-A,386485,2
4387,YIR018W,384588,7
4388,YIR020C,395627,2
4389,YIR021W,397258,19
4390,YIR022W,398709,85
4391,YIR023W,399759,1
4392,YIR024C,403532,16
4393,YIR025W,403632,11
4394,YIR026C,405987,49
4395,YIR027C,407973,1
4396,YIR029W,410678,2
4397,YIR030C,412803,12
4398,YIR031C,414803,7
4399,YIR032C,415679,26
4400,YIR033W,416087,2
4401,YIR034C,420771,17
4402,YIR035C,421810,136
4403,YIR036C,422891,125
4404,YIR037W,423067,454
4405,YIR038C,424543,26
4406,YIR039C,432114,5
4407,YIR041W,432511,4
4408,YIR042C,436095,2
4409,YJL001W,435126,255
4410,YJL002C,434707,124
4411,YJL003W,432597,39
4412,YJL004C,432213,11
4413,YJL006C,424168,17
4414,YJL008C,421706,346
4415,YJL010C,419599,19
4416,YJL011C,414795,16
4417,YJL012C,413414,445
4418,YJL013C,411051,1
4419,YJL014W,407533,339
4420,YJL016W,405320,4
4421,YJL019W,402794,30
4422,YJL020C,402475,1
4423,YJL022W,397955,1
4424,YJL023C,398415,3
4425,YJL024C,396634,13
4426,YJL025W,393887,7
4427,YJL026W,392354,213
4428,YJL027C,392317,3
4429,YJL028W,391273,0
4430,YJL029C,390914,156
4431,YJL030W,387613,39
4432,YJL031C,387442,2
4433,YJL033W,383811,13
4434,YJL034W,381289,908
4435,YJL035C,381054,96
4436,YJL036W,378706,59
4437,YJL038C,375860,1
4438,YJL041W,365726,22
4439,YJL042W,361181,1
4440,YJL043W,359247,1
4441,YJL044C,359729,129
4442,YJL045W,355995,0
4443,YJL046W,352354,8
4444,YJL047C,352212,4
4445,YJL047C-A,349232,15
4446,YJL048C,348657,12
4447,YJL049W,345950,2
4448,YJL050W,342474,7
4449,YJL051W,339712,14
4450,YJL052C-A,338480,1
4451,YJL052W,338197,55
4452,YJL053W,335850,6
4453,YJL054W,334257,26
4454,YJL055W,333340,129
4455,YJL056C,333109,1
4456,YJL057C,330179,11
4457,YJL058C,327932,2
4458,YJL059W,324929,18
4459,YJL060W,323369,30
4460,YJL061W,319976,62
4461,YJL062W,317259,34
4462,YJL062W-A,316694,32
4463,YJL063C,316498,118
4464,YJL065C,315591,45
4465,YJL066C,314910,106
4466,YJL068C,313938,37
4467,YJL069C,312722,36
4468,YJL070C,310652,1
4469,YJL071W,306087,19
4470,YJL072C,305899,16
4471,YJL073W,303061,36
4472,YJL074C,302933,1
4473,YJL076W,295180,2
4474,YJL077W-A,294645,11
4475,YJL077W-B,291994,5
4476,YJL078C,294054,15
4477,YJL079C,290938,158
4478,YJL080C,289427,3
4479,YJL081C,285325,68
4480,YJL082W,281136,4
4481,YJL083W,278786,15
4482,YJL084C,278115,3
4483,YJL085W,272738,9
4484,YJL087C,272610,6
4485,YJL088W,268777,96
4486,YJL089W,265921,0
4487,YJL090C,265095,3
4488,YJL091C,262560,51
4489,YJL092W,257209,3
4490,YJL093C,256813,1
4491,YJL094C,254487,5
4492,YJL095W,247162,0
4493,YJL096W,246453,374
4494,YJL097W,245526,37
4495,YJL098W,241374,1
4496,YJL099W,239326,1
4497,YJL100W,237198,4
4498,YJL101C,236507,189
4499,YJL102W,231259,42
4500,YJL103C,231072,2
4501,YJL104W,227305,389
4502,YJL105W,224744,1
4503,YJL106W,220845,2
4504,YJL107C,220124,2
4505,YJL108C,219634,2
4506,YJL110C,211666,86
4507,YJL111W,207826,392
4508,YJL112W,205280,63
4509,YJL115W,196211,73
4510,YJL116C,195070,1
4511,YJL117W,192481,346
4512,YJL118W,191638,7
4513,YJL119C,192236,7
4514,YJL120W,190323,1
4515,YJL121C,191102,102
4516,YJL122W,189699,113
4517,YJL123C,189448,39
4518,YJL124C,187816,207
4519,YJL125C,186718,14
4520,YJL126W,184494,23
4521,YJL127C,184288,7
4522,YJL127C-B,181812,6
4523,YJL127W-A,177991,1
4524,YJL128C,180324,13
4525,YJL129C,177593,1
4526,YJL131C,165379,5
4527,YJL132W,161892,4
4528,YJL133C-A,159876,74
4529,YJL133W,160510,15
4530,YJL134W,158143,18
4531,YJL136C,157287,833
4532,YJL137C,156206,5
4533,YJL138C,154742,85
4534,YJL139C,153082,83
4535,YJL140W,150867,145
4536,YJL141C,150551,1
4537,YJL142C,148412,3
4538,YJL143W,147055,2199
4539,YJL144W,146326,11
4540,YJL145W,145125,13
4541,YJL146W,143210,2
4542,YJL147C,142634,5
4543,YJL148W,140380,422
4544,YJL149W,137352,3
4545,YJL151C,136806,1740
4546,YJL152W,134578,1
4547,YJL153C,135937,1
4548,YJL154C,134020,2
4549,YJL155C,130786,5
4550,YJL156C,128978,2
4551,YJL157C,126376,0
4552,YJL158C,122985,347
4553,YJL159W,120395,3307
4554,YJL160C,118828,1
4555,YJL161W,117226,5
4556,YJL162C,115678,6
4557,YJL163C,113413,5
4558,YJL164C,111378,9
4559,YJL165C,109604,1
4560,YJL166W,106368,24
4561,YJL167W,104958,292
4562,YJL168C,104521,17
4563,YJL170C,101866,1
4564,YJL171C,100926,103
4565,YJL172W,97706,6
4566,YJL173C,96537,43
4567,YJL174W,94977,62
4568,YJL175W,91838,2
4569,YJL176C,94593,10
4570,YJL177W,90765,2160
4571,YJL178C,90135,97
4572,YJL179W,88730,461
4573,YJL180C,88579,11
4574,YJL181W,85638,11
4575,YJL183W,84003,299
4576,YJL184W,83407,63
4577,YJL185C,82981,5
4578,YJL186W,80126,625
4579,YJL187C,79352,4
4580,YJL189W,75898,1
4581,YJL190C,75318,348
4582,YJL191W,73763,3262
4583,YJL192C,73420,24
4584,YJL193W,71360,14
4585,YJL194W,69300,4
4586,YJL195C,70226,1
4587,YJL196C,68805,165
4588,YJL197W,63765,2
4589,YJL198W,60794,31
4590,YJL199C,60187,9
4591,YJL200C,58836,43
4592,YJL201W,54354,9
4593,YJL203W,53319,5
4594,YJL204C,53187,2
4595,YJL205C,50452,28
4596,YJL206C,50094,2
4597,YJL208C,41235,14
4598,YJL209W,37939,3
4599,YJL210W,36867,123
4600,YJL211C,37424,1
4601,YJL212C,36281,21
4602,YJL213W,31815,2
4603,YJL215C,28386,2
4604,YJL216C,26484,1
4605,YJL217W,23126,127
4606,YJL218W,21920,28
4607,YJR001W,436730,43
4608,YJR002W,438835,27
4609,YJR003C,442575,17
4610,YJR004C,444896,2
4611,YJR005C-A,448781,1
4612,YJR005W,445886,7
4613,YJR006W,449194,20
4614,YJR007W,450924,149
4615,YJR008W,452319,5
4616,YJR009C,454729,35927
4617,YJR010C-A,458382,8
4618,YJR010W,456155,4
4619,YJR011C,459486,7
4620,YJR013W,460342,50
4621,YJR014W,461782,86
4622,YJR015W,462705,7
4623,YJR016C,466223,18
4624,YJR017C,467055,192
4625,YJR018W,466576,2
4626,YJR019C,468295,4
4627,YJR020W,467470,2
4628,YJR021C,469614,14
4629,YJR024C,470980,1
4630,YJR025C,471678,36
4631,YJR031C,490911,3
4632,YJR032W,491058,13
4633,YJR033C,497031,1
4634,YJR034W,496608,22
4635,YJR035W,497322,2
4636,YJR036C,503749,2
4637,YJR040W,507711,8
4638,YJR041C,513830,1
4639,YJR042W,514032,31
4640,YJR043C,517581,7
4641,YJR044C,519277,36
4642,YJR045C,521741,3137
4643,YJR046W,522035,143
4644,YJR047C,525410,5
4645,YJR048W,526289,165
4646,YJR049C,528494,25
4647,YJR050W,528674,22
4648,YJR051W,529840,25
4649,YJR052W,532056,6
4650,YJR053W,533941,1
4651,YJR054W,535954,3
4652,YJR055W,538762,16
4653,YJR056C,542668,7
4654,YJR057W,544055,26
4655,YJR058C,545198,205
4656,YJR059W,545717,2
4657,YJR060W,548710,127
4658,YJR062C,554858,6
4659,YJR063W,555148,69
4660,YJR064W,555878,255
4661,YJR065C,559184,325
4662,YJR067C,567450,13
4663,YJR068W,567590,6
4664,YJR069C,569432,71
4665,YJR070C,570621,725
4666,YJR072C,572172,114
4667,YJR073C,572959,54
4668,YJR074W,572345,3
4669,YJR075W,573921,145
4670,YJR076C,576649,27
4671,YJR077C,578215,30
4672,YJR078W,578860,1
4673,YJR080C,581645,15
4674,YJR082C,582362,107
4675,YJR083C,583556,21
4676,YJR084W,583710,5
4677,YJR085C,585481,145
4678,YJR086W,586039,0
4679,YJR088C,587423,16
4680,YJR089W,587644,1
4681,YJR090C,594619,1
4682,YJR091C,598406,3
4683,YJR092W,598711,0
4684,YJR093C,604261,36
4685,YJR094C,605813,4
4686,YJR094W-A,608285,381
4687,YJR095W,609676,0
4688,YJR096W,611069,5
4689,YJR097W,612308,12
4690,YJR098C,615187,2
4691,YJR099W,615459,25
4692,YJR100C,617380,22
4693,YJR101W,618138,43
4694,YJR102C,619774,11
4695,YJR103W,620747,28
4696,YJR104C,623057,6813
4697,YJR105W,623549,647
4698,YJR106W,624811,2
4699,YJR107W,626807,2
4700,YJR109C,633004,10
4701,YJR110W,633489,2
4702,YJR111C,636715,1
4703,YJR112W,637011,41
4704,YJR112W-A,637757,26
4705,YJR113C,639030,82
4706,YJR114W,638491,1
4707,YJR115W,639885,3
4708,YJR116W,640717,16
4709,YJR117W,641981,13
4710,YJR118C,644139,37
4711,YJR119C,646499,5
4712,YJR121W,647414,3118
4713,YJR122W,649709,9
4714,YJR123W,651865,15459
4715,YJR124C,654277,9
4716,YJR125C,656023,31
4717,YJR126C,658698,1
4718,YJR129C,665064,5
4719,YJR130C,667165,43
4720,YJR131W,667595,19
4721,YJR132W,669461,11
4722,YJR133W,672901,91
4723,YJR134C,675893,9
4724,YJR135C,676830,9
4725,YJR135W-A,676951,66
4726,YJR136C,678728,2
4727,YJR138W,684527,0
4728,YJR139C,690588,427
4729,YJR140W-A,690880,1
4730,YJR141W,695873,12
4731,YJR142W,697125,36
4732,YJR143C,700673,12
4733,YJR144W,700861,70
4734,YJR145C,703088,182
4735,YJR146W,703199,1
4736,YJR147W,704106,31
4737,YJR148W,705687,129
4738,YJR149W,705948,2
4739,YJR150C,709744,2
4740,YJR151C,715864,0
4741,YJR152W,719429,3
4742,YJR153W,722478,5
4743,YJR154W,725593,0
4744,YJR155W,726529,2
4745,YKL001C,439429,26
4746,YKL002W,437701,227
4747,YKL003C,437533,179
4748,YKL004W,435224,50
4749,YKL005C,435004,23
4750,YKL006C-A,430674,278
4751,YKL006W,431887,746
4752,YKL007W,429261,226
4753,YKL008C,428592,8
4754,YKL009W,426203,44
4755,YKL010C,425990,2
4756,YKL011C,421219,7
4757,YKL012W,418247,16
4758,YKL013C,418068,74
4759,YKL015W,408446,2
4760,YKL016C,408060,54
4761,YKL017C,407249,5
4762,YKL018C-A,403920,310
4763,YKL018W,404062,7
4764,YKL019W,402549,35
4765,YKL020C,402146,2
4766,YKL023C-A,393410,1
4767,YKL023W,393694,6
4768,YKL024C,393365,50
4769,YKL025C,392313,30
4770,YKL026C,389994,2
4771,YKL027W,387505,31
4772,YKL028W,385714,29
4773,YKL029C,384749,8
4774,YKL032C,381952,1
4775,YKL033W,375427,2
4776,YKL033W-A,374429,76
4777,YKL034W,371784,20
4778,YKL035W,369820,183
4779,YKL036C,369944,5
4780,YKL038W,365370,3
4781,YKL039W,362504,33
4782,YKL040C,361872,159
4783,YKL041W,360049,74
4784,YKL042W,358337,11
4785,YKL043W,356481,3
4786,YKL044W,356213,5
4787,YKL045W,353411,32
4788,YKL046C,352873,5
4789,YKL047W,349442,8
4790,YKL048C,349198,2
4791,YKL049C,346830,6
4792,YKL050C,346328,1
4793,YKL051W,341177,5
4794,YKL052C,340569,65
4795,YKL053C-A,339512,48
4796,YKL053W,338952,0
4797,YKL054C,338850,5
4798,YKL055C,336185,1
4799,YKL056C,334954,933
4800,YKL057C,334018,7
4801,YKL058W,330136,47
4802,YKL059C,329495,10
4803,YKL060C,327511,8230
4804,YKL061W,325763,3
4805,YKL062W,323123,4
4806,YKL063C,321684,153
4807,YKL064W,317615,1
4808,YKL065C,317093,670
4809,YKL065W-A,315911,0
4810,YKL067W,314758,149
4811,YKL068W,310079,10
4812,YKL068W-A,309161,18
4813,YKL069W,307277,52
4814,YKL070W,305913,1
4815,YKL071W,304906,2
4816,YKL072W,299344,2
4817,YKL073W,296396,4
4818,YKL074C,296217,34
4819,YKL076C,293313,9
4820,YKL077W,291389,25
4821,YKL078W,288812,408
4822,YKL079W,286526,7
4823,YKL080W,284943,18
4824,YKL081W,282866,1614
4825,YKL082C,282376,2
4826,YKL083W,280549,1
4827,YKL084W,280458,11
4828,YKL085W,279042,192
4829,YKL086W,278263,6
4830,YKL087C,277966,45
4831,YKL088W,275254,63
4832,YKL089W,273365,6
4833,YKL090W,271873,34
4834,YKL091C,270686,3
4835,YKL092C,269535,4
4836,YKL093W,264723,1
4837,YKL094W,263326,66
4838,YKL095W,262111,1
4839,YKL096W,261085,792
4840,YKL096W-A,259205,5747
4841,YKL097C,259016,0
4842,YKL098W,256744,24
4843,YKL099C,256547,38
4844,YKL100C,255483,106
4845,YKL101W,248640,1
4846,YKL102C,248369,0
4847,YKL103C,247736,22
4848,YKL104C,245575,36
4849,YKL105C,242782,2
4850,YKL106C-A,237269,2
4851,YKL106W,237465,3
4852,YKL107W,236107,2
4853,YKL108W,234232,6
4854,YKL109W,231956,8
4855,YKL110C,229904,6
4856,YKL112W,226403,231
4857,YKL113C,225934,18
4858,YKL114C,224483,78
4859,YKL116C,223131,10
4860,YKL117W,220293,213
4861,YKL119C,219260,12
4862,YKL120W,217267,24
4863,YKL121W,213934,2
4864,YKL122C,213032,15
4865,YKL123W,211098,2
4866,YKL124W,210492,1
4867,YKL125W,208156,20
4868,YKL126W,205499,12
4869,YKL127W,203516,329
4870,YKL128C,201802,18
4871,YKL129C,200237,1
4872,YKL130C,196078,10
4873,YKL131W,194176,0
4874,YKL132C,195002,4
4875,YKL133C,193112,4
4876,YKL134C,191494,8
4877,YKL135C,188725,6
4878,YKL137W,185891,74
4879,YKL138C,185756,10
4880,YKL138C-A,185034,10
4881,YKL139W,182781,2
4882,YKL140W,180529,7
4883,YKL141W,179640,163
4884,YKL142W,178457,15
4885,YKL143W,176727,156
4886,YKL144C,176493,7
4887,YKL145W-A,174664,4
4888,YKL146W,171762,196
4889,YKL148C,171306,3
4890,YKL149C,168849,5
4891,YKL150W,166261,2
4892,YKL151C,165935,2
4893,YKL152C,164408,14341
4894,YKL154W,161521,54
4895,YKL155C,161397,3
4896,YKL156W,158595,52
4897,YKL157W,154967,7
4898,YKL159C,154479,4
4899,YKL160W,153261,69
4900,YKL161C,150755,8
4901,YKL162C,148947,4
4902,YKL162C-A,146135,0
4903,YKL163W,143579,4
4904,YKL164C,142894,103
4905,YKL165C,140741,3
4906,YKL166C,135868,449
4907,YKL167C,134154,56
