,gene,chromosome,start,stop,W/C,start_promoter,promoter_median,start_tss,max_frecuency(YPD),freq_total(sum),count_samples(freq),GC_start-100,GC_tss-100,GC_start-200,GC_tss-200,GC_start-300,GC_tss-300,GC_start-400,GC_tss-400,GC_start-500,GC_tss-500,GC_start-600,GC_tss-600
YBL087C,RPL23A,2,60739.0,59822.0,-1,61339.0,61039.0,60762.0,1519.0,16305.0,1271.0,29.0,33.0,69.0,69.0,109.0,111.0,147.0,150.0,176.0,177.0,215.0,219.0
YBL089W,AVT5,2,49574.0,50953.0,1,48974.0,49274.0,49510.0,38.0,245.0,169.0,35.0,23.0,60.0,58.0,99.0,103.0,138.0,134.0,178.0,178.0,213.0,213.0
YBL090W,MRP21,2,48825.0,49358.0,1,48225.0,48525.0,48794.0,16.0,159.0,121.0,33.0,34.0,69.0,72.0,110.0,112.0,146.0,150.0,189.0,193.0,236.0,236.0
YBL091C,MAP2,2,48628.0,47363.0,-1,49228.0,48928.0,48650.0,190.0,913.0,258.0,37.0,32.0,69.0,73.0,110.0,109.0,147.0,149.0,190.0,189.0,224.0,226.0
YBL091C-A,SCS22,2,47180.0,46565.0,-1,47780.0,47480.0,47186.0,5.0,55.0,75.0,40.0,43.0,77.0,79.0,122.0,124.0,166.0,168.0,213.0,214.0,256.0,260.0
YBL092W,RPL32,2,45978.0,46370.0,1,45378.0,45678.0,45613.0,3913.0,14778.0,809.0,30.0,24.0,73.0,73.0,108.0,135.0,140.0,176.0,171.0,214.0,224.0,249.0
YBL093C,ROX3,2,44918.0,44256.0,-1,45518.0,45218.0,44998.0,79.0,420.0,199.0,36.0,38.0,70.0,75.0,110.0,113.0,152.0,177.0,213.0,225.0,262.0,253.0
YBL095W,MRX3,2,43277.0,44089.0,1,42677.0,42977.0,43261.0,2.0,24.0,62.0,40.0,37.0,72.0,73.0,109.0,107.0,142.0,143.0,177.0,176.0,210.0,212.0
YBL097W,BRN1,2,40831.0,43095.0,1,40231.0,40531.0,40773.0,2.0,3.0,2.0,29.0,29.0,66.0,53.0,88.0,92.0,126.0,131.0,160.0,164.0,195.0,202.0
YBL099W,ATP1,2,37053.0,38690.0,1,36453.0,36753.0,36733.0,180.0,723.0,606.0,32.0,26.0,62.0,89.0,96.0,129.0,125.0,165.0,182.0,203.0,227.0,239.0
YBL101C,ECM21,2,28299.0,24946.0,-1,28899.0,28599.0,28406.0,2.0,6.0,12.0,40.0,36.0,76.0,78.0,117.0,110.0,153.0,147.0,189.0,182.0,221.0,220.0
YBL102W,SFT2,2,24098.0,24745.0,1,23498.0,23798.0,24010.0,89.0,750.0,398.0,35.0,35.0,72.0,82.0,115.0,121.0,158.0,157.0,190.0,189.0,224.0,231.0
YBL103C,RTG3,2,23536.0,22076.0,-1,24136.0,23836.0,23765.0,4.0,52.0,64.0,31.0,38.0,69.0,89.0,106.0,121.0,155.0,164.0,189.0,211.0,228.0,256.0
YBL104C,SEA4,2,21293.0,18177.0,-1,21893.0,21593.0,21307.0,3.0,15.0,14.0,36.0,38.0,73.0,75.0,107.0,107.0,137.0,137.0,158.0,159.0,187.0,188.0
YBL105C,PKC1,2,17696.0,14241.0,-1,18296.0,17996.0,17962.0,29.0,71.0,42.0,39.0,39.0,77.0,67.0,115.0,110.0,153.0,154.0,182.0,198.0,230.0,236.0
YBL106C,SRO77,2,13879.0,10847.0,-1,14479.0,14179.0,13931.0,1.0,6.0,17.0,22.0,31.0,61.0,70.0,97.0,101.0,126.0,142.0,174.0,186.0,215.0,232.0
YBL107C,MIX23,2,10551.0,9961.0,-1,11151.0,10851.0,10551.0,45.0,260.0,144.0,31.0,31.0,64.0,64.0,101.0,101.0,144.0,144.0,186.0,186.0,234.0,234.0
YBR001C,NTH2,2,241283.0,238941.0,-1,241883.0,241583.0,241339.0,17.0,49.0,81.0,28.0,20.0,55.0,56.0,96.0,88.0,125.0,119.0,163.0,154.0,197.0,200.0
YBR002C,RER2,2,242568.0,241708.0,-1,243168.0,242868.0,242584.0,7.0,176.0,162.0,28.0,28.0,67.0,67.0,114.0,112.0,153.0,152.0,195.0,195.0,236.0,233.0
YBR003W,COQ1,2,242809.0,244230.0,1,242209.0,242509.0,242780.0,30.0,148.0,82.0,37.0,39.0,72.0,68.0,108.0,108.0,154.0,156.0,199.0,197.0,245.0,244.0
YBR004C,GPI18,2,245667.0,244366.0,-1,246267.0,245967.0,245683.0,48.0,104.0,57.0,34.0,34.0,66.0,67.0,99.0,103.0,142.0,144.0,191.0,195.0,234.0,243.0
YBR005W,RCR1,2,245906.0,246547.0,1,245306.0,245606.0,245817.0,12.0,130.0,137.0,34.0,26.0,59.0,61.0,94.0,93.0,125.0,125.0,160.0,161.0,192.0,186.0
YBR006W,UGA2,2,247010.0,248503.0,1,246410.0,246710.0,246884.0,8.0,72.0,64.0,28.0,48.0,68.0,81.0,111.0,115.0,145.0,163.0,186.0,212.0,238.0,260.0
YBR007C,DSF2,2,251016.0,248806.0,-1,251616.0,251316.0,251106.0,3.0,10.0,30.0,37.0,38.0,73.0,84.0,117.0,137.0,175.0,181.0,219.0,219.0,255.0,253.0
YBR008C,FLR1,2,254209.0,252563.0,-1,254809.0,254509.0,254427.0,21.0,308.0,298.0,38.0,29.0,75.0,63.0,105.0,104.0,141.0,147.0,182.0,179.0,221.0,201.0
YBR009C,HHF1,2,255684.0,255373.0,-1,256284.0,255984.0,255720.0,748.0,15257.0,1163.0,28.0,32.0,67.0,77.0,110.0,122.0,151.0,161.0,197.0,207.0,232.0,232.0
YBR010W,HHT1,2,256331.0,256741.0,1,255731.0,256031.0,256303.0,204.0,1128.0,296.0,28.0,29.0,69.0,78.0,112.0,117.0,156.0,159.0,201.0,205.0,232.0,235.0
YBR011C,IPP1,2,257975.0,257112.0,-1,258575.0,258275.0,258006.0,3532.0,6958.0,285.0,33.0,33.0,74.0,72.0,117.0,115.0,154.0,151.0,191.0,187.0,228.0,225.0
YBR014C,GRX7,2,267336.0,266725.0,-1,267936.0,267636.0,267432.0,54.0,617.0,312.0,28.0,41.0,67.0,70.0,96.0,108.0,135.0,145.0,172.0,174.0,201.0,208.0
YBR015C,MNN2,2,269503.0,267710.0,-1,270103.0,269803.0,269631.0,58.0,1256.0,497.0,36.0,28.0,60.0,76.0,111.0,130.0,160.0,169.0,201.0,228.0,257.0,266.0
YBR017C,KAP104,2,273703.0,270947.0,-1,274303.0,274003.0,273765.0,21.0,186.0,126.0,30.0,27.0,62.0,68.0,101.0,96.0,129.0,129.0,161.0,155.0,185.0,179.0
YBR018C,GAL7,2,275527.0,274427.0,-1,276127.0,275827.0,275547.0,2.0,3.0,466.0,32.0,33.0,75.0,77.0,114.0,115.0,146.0,145.0,187.0,186.0,226.0,226.0
YBR019C,GAL10,2,278352.0,276253.0,-1,278952.0,278652.0,278377.0,3.0,16.0,1287.0,25.0,29.0,59.0,64.0,120.0,133.0,165.0,171.0,199.0,201.0,224.0,226.0
YBR020W,GAL1,2,279021.0,280607.0,1,278421.0,278721.0,278963.0,16.0,77.0,2055.0,23.0,24.0,53.0,56.0,89.0,101.0,140.0,164.0,193.0,198.0,226.0,225.0
YBR021W,FUR4,2,281443.0,283344.0,1,280843.0,281143.0,281307.0,53.0,551.0,398.0,35.0,32.0,66.0,66.0,99.0,106.0,133.0,143.0,176.0,182.0,214.0,209.0
YBR022W,POA1,2,283738.0,284271.0,1,283138.0,283438.0,283655.0,10.0,118.0,131.0,34.0,36.0,69.0,67.0,99.0,92.0,124.0,131.0,164.0,177.0,208.0,219.0
YBR023C,CHS3,2,287925.0,284428.0,-1,288525.0,288225.0,288054.0,2.0,15.0,25.0,37.0,26.0,71.0,74.0,110.0,118.0,152.0,155.0,195.0,197.0,232.0,238.0
YBR024W,SCO2,2,289445.0,290350.0,1,288845.0,289145.0,289336.0,162.0,1015.0,307.0,41.0,33.0,75.0,72.0,112.0,120.0,157.0,160.0,198.0,199.0,239.0,232.0
YBR025C,OLA1,2,291865.0,290681.0,-1,292465.0,292165.0,291902.0,222.0,3754.0,1255.0,25.0,28.0,64.0,67.0,95.0,100.0,135.0,138.0,174.0,185.0,209.0,215.0
YBR026C,ETR1,2,294019.0,292877.0,-1,294619.0,294319.0,294022.0,26.0,214.0,156.0,35.0,35.0,77.0,77.0,105.0,105.0,137.0,136.0,174.0,175.0,212.0,212.0
YBR028C,YPK3,2,296002.0,294425.0,-1,296602.0,296302.0,296036.0,10.0,77.0,96.0,38.0,29.0,62.0,57.0,86.0,80.0,112.0,109.0,140.0,137.0,173.0,175.0
YBR029C,CDS1,2,297742.0,296369.0,-1,298342.0,298042.0,297832.0,36.0,346.0,191.0,40.0,35.0,78.0,78.0,121.0,113.0,155.0,151.0,191.0,180.0,222.0,221.0
YBR030W,RKM3,2,298292.0,299950.0,1,297692.0,297992.0,298232.0,11.0,307.0,352.0,32.0,38.0,66.0,73.0,106.0,116.0,142.0,151.0,182.0,193.0,225.0,240.0
YBR031W,RPL4A,2,300166.0,301254.0,1,299566.0,299866.0,300150.0,3292.0,12391.0,512.0,34.0,29.0,55.0,53.0,89.0,89.0,128.0,133.0,172.0,172.0,221.0,224.0
YBR033W,EDS1,2,301944.0,304703.0,1,301344.0,301644.0,301817.0,1.0,1.0,27.0,33.0,40.0,71.0,89.0,120.0,130.0,163.0,172.0,205.0,200.0,230.0,225.0
YBR034C,HMT1,2,305976.0,304930.0,-1,306576.0,306276.0,305990.0,15.0,228.0,157.0,34.0,36.0,69.0,68.0,96.0,99.0,137.0,140.0,182.0,184.0,227.0,231.0
YBR035C,PDX3,2,306955.0,306269.0,-1,307555.0,307255.0,306985.0,89.0,801.0,274.0,34.0,35.0,81.0,81.0,121.0,119.0,163.0,153.0,188.0,189.0,227.0,224.0
YBR036C,CSG2,2,310313.0,309081.0,-1,310913.0,310613.0,310358.0,8.0,141.0,178.0,42.0,40.0,88.0,77.0,123.0,125.0,167.0,164.0,209.0,215.0,259.0,254.0
YBR037C,SCO1,2,311452.0,310565.0,-1,312052.0,311752.0,311501.0,19.0,146.0,134.0,32.0,32.0,68.0,62.0,94.0,100.0,136.0,132.0,175.0,179.0,221.0,229.0
YBR038W,CHS2,2,311898.0,314789.0,1,311298.0,311598.0,311861.0,6.0,36.0,51.0,32.0,41.0,69.0,67.0,100.0,103.0,132.0,135.0,174.0,178.0,217.0,225.0
YBR039W,ATP3,2,315575.0,316510.0,1,314975.0,315275.0,315496.0,5.0,58.0,130.0,30.0,41.0,78.0,74.0,107.0,107.0,142.0,142.0,175.0,185.0,219.0,210.0
YBR041W,FAT1,2,318266.0,320275.0,1,317666.0,317966.0,318213.0,14.0,151.0,92.0,31.0,29.0,65.0,65.0,92.0,84.0,114.0,115.0,148.0,148.0,187.0,187.0
YBR042C,CST26,2,321609.0,320416.0,-1,322209.0,321909.0,321645.0,20.0,146.0,79.0,36.0,34.0,64.0,60.0,95.0,94.0,140.0,141.0,188.0,186.0,231.0,230.0
YBR043C,QDR3,2,323945.0,321876.0,-1,324545.0,324245.0,324094.0,7.0,177.0,134.0,38.0,36.0,65.0,77.0,109.0,110.0,145.0,152.0,181.0,189.0,224.0,230.0
YBR044C,TCM62,2,326059.0,324341.0,-1,326659.0,326359.0,326092.0,14.0,148.0,184.0,37.0,41.0,68.0,69.0,109.0,112.0,144.0,149.0,189.0,190.0,225.0,226.0
YBR045C,GIP1,2,330092.0,328173.0,-1,330692.0,330392.0,330196.0,0.0,0.0,3.0,33.0,20.0,53.0,57.0,91.0,85.0,118.0,119.0,152.0,153.0,186.0,193.0
YBR046C,ZTA1,2,331511.0,330507.0,-1,332111.0,331811.0,331582.0,11.0,128.0,151.0,36.0,44.0,80.0,77.0,112.0,112.0,146.0,153.0,187.0,178.0,215.0,215.0
YBR047W,FMP23,2,331833.0,332360.0,1,331233.0,331533.0,331832.0,3.0,35.0,41.0,26.0,27.0,73.0,74.0,109.0,110.0,142.0,143.0,178.0,179.0,224.0,224.0
YBR048W,RPS11B,2,332831.0,333812.0,1,332231.0,332531.0,332816.0,10650.0,91378.0,1631.0,32.0,29.0,83.0,81.0,121.0,123.0,154.0,152.0,178.0,178.0,219.0,219.0
YBR049C,REB1,2,336818.0,334386.0,-1,337418.0,337118.0,336967.0,11.0,107.0,76.0,31.0,53.0,72.0,87.0,122.0,125.0,157.0,169.0,198.0,213.0,241.0,259.0
YBR050C,REG2,2,338199.0,337183.0,-1,338799.0,338499.0,338387.0,3.0,19.0,106.0,33.0,36.0,70.0,84.0,108.0,132.0,157.0,169.0,203.0,224.0,244.0,269.0
YBR052C,RFS1,2,339352.0,338720.0,-1,339952.0,339652.0,339416.0,43.0,508.0,281.0,37.0,35.0,74.0,76.0,118.0,116.0,158.0,161.0,197.0,198.0,240.0,241.0
YBR054W,YRO2,2,343101.0,344135.0,1,342501.0,342801.0,342791.0,3.0,38.0,46.0,17.0,31.0,39.0,68.0,68.0,100.0,98.0,137.0,134.0,177.0,168.0,216.0
YBR055C,PRP6,2,347301.0,344602.0,-1,347901.0,347601.0,347308.0,5.0,43.0,37.0,30.0,30.0,59.0,59.0,88.0,93.0,139.0,139.0,173.0,175.0,205.0,206.0
YBR057C,MUM2,2,353293.0,352193.0,-1,353893.0,353593.0,353383.0,8.0,84.0,72.0,37.0,32.0,68.0,56.0,92.0,78.0,113.0,112.0,149.0,149.0,186.0,187.0
YBR058C,UBP14,2,356017.0,353672.0,-1,356617.0,356317.0,356039.0,2.0,10.0,20.0,41.0,38.0,69.0,66.0,102.0,101.0,134.0,131.0,167.0,169.0,209.0,205.0
YBR058C-A,TSC3,2,356566.0,356324.0,-1,357166.0,356866.0,356625.0,474.0,3572.0,722.0,37.0,42.0,77.0,74.0,106.0,110.0,154.0,161.0,200.0,205.0,250.0,251.0
YBR059C,AKL1,2,360187.0,356861.0,-1,360787.0,360487.0,360337.0,4.0,33.0,54.0,36.0,33.0,78.0,69.0,109.0,102.0,142.0,134.0,174.0,171.0,211.0,211.0
YBR060C,ORC2,2,362514.0,360652.0,-1,363114.0,362814.0,362606.0,7.0,111.0,124.0,26.0,29.0,57.0,68.0,94.0,102.0,131.0,145.0,174.0,186.0,214.0,216.0
YBR061C,TRM7,2,365719.0,364787.0,-1,366319.0,366019.0,365726.0,28.0,251.0,168.0,33.0,34.0,64.0,65.0,98.0,97.0,137.0,137.0,172.0,171.0,214.0,215.0
YBR065C,ECM2,2,369678.0,368584.0,-1,370278.0,369978.0,369732.0,2.0,24.0,42.0,37.0,32.0,75.0,75.0,110.0,104.0,146.0,145.0,187.0,189.0,230.0,224.0
YBR066C,NRG2,2,370699.0,370037.0,-1,371299.0,370999.0,370782.0,6.0,75.0,107.0,36.0,28.0,67.0,78.0,112.0,118.0,158.0,159.0,198.0,205.0,238.0,247.0
YBR067C,TIP1,2,372735.0,372103.0,-1,373335.0,373035.0,372786.0,625.0,5640.0,724.0,33.0,36.0,71.0,77.0,104.0,113.0,146.0,153.0,184.0,191.0,229.0,242.0
YBR068C,BAP2,2,375690.0,373861.0,-1,376290.0,375990.0,375729.0,2503.0,10051.0,664.0,30.0,31.0,62.0,70.0,103.0,113.0,153.0,169.0,204.0,216.0,246.0,249.0
YBR069C,TAT1,2,378433.0,376574.0,-1,379033.0,378733.0,378538.0,16.0,189.0,150.0,32.0,30.0,65.0,65.0,97.0,108.0,140.0,159.0,191.0,195.0,228.0,229.0
YBR070C,ALG14,2,379934.0,379221.0,-1,380534.0,380234.0,379955.0,16.0,94.0,59.0,41.0,40.0,78.0,76.0,110.0,113.0,147.0,150.0,183.0,185.0,227.0,229.0
YBR072W,HSP26,2,382030.0,382674.0,1,381430.0,381730.0,381956.0,39.0,76.0,37.0,27.0,31.0,59.0,70.0,102.0,111.0,143.0,157.0,192.0,203.0,233.0,253.0
YBR073W,RDH54,2,383112.0,385988.0,1,382512.0,382812.0,383090.0,0.0,0.0,2.0,24.0,26.0,68.0,68.0,99.0,97.0,132.0,139.0,179.0,182.0,221.0,225.0
YBR074W,PFF1,2,386286.0,389216.0,1,385686.0,385986.0,386281.0,32.0,82.0,44.0,24.0,22.0,64.0,61.0,93.0,90.0,131.0,128.0,170.0,167.0,213.0,210.0
YBR076W,ECM8,2,390227.0,391291.0,1,389627.0,389927.0,390161.0,1.0,1.0,1.0,31.0,29.0,64.0,68.0,98.0,106.0,135.0,137.0,170.0,175.0,200.0,201.0
YBR077C,SLM4,2,392293.0,391805.0,-1,392893.0,392593.0,392333.0,16.0,210.0,197.0,29.0,29.0,67.0,71.0,118.0,128.0,174.0,181.0,220.0,218.0,253.0,254.0
YBR078W,ECM33,2,393123.0,394742.0,1,392523.0,392823.0,392947.0,420.0,4127.0,1190.0,27.0,31.0,58.0,73.0,93.0,122.0,134.0,180.0,188.0,222.0,244.0,253.0
YBR079C,RPG1,2,398277.0,395383.0,-1,398877.0,398577.0,398302.0,173.0,597.0,140.0,33.0,37.0,75.0,71.0,104.0,99.0,143.0,140.0,178.0,175.0,212.0,211.0
YBR080C,SEC18,2,400890.0,398614.0,-1,401490.0,401190.0,400916.0,45.0,337.0,199.0,33.0,37.0,70.0,74.0,106.0,105.0,137.0,140.0,175.0,181.0,220.0,222.0
YBR081C,SPT7,2,405251.0,401253.0,-1,405851.0,405551.0,405404.0,1.0,1.0,3.0,29.0,32.0,59.0,69.0,94.0,97.0,129.0,124.0,152.0,164.0,184.0,212.0
YBR082C,UBC4,2,407169.0,406628.0,-1,407769.0,407469.0,407255.0,2174.0,23009.0,1469.0,29.0,20.0,57.0,75.0,110.0,113.0,146.0,144.0,179.0,183.0,213.0,215.0
YBR083W,TEC1,2,409169.0,410629.0,1,408569.0,408869.0,408914.0,4.0,27.0,65.0,39.0,51.0,68.0,100.0,114.0,146.0,163.0,183.0,215.0,221.0,259.0,264.0
YBR084C-A,RPL19A,2,415261.0,414186.0,-1,415861.0,415561.0,415283.0,733.0,8325.0,1061.0,31.0,37.0,85.0,91.0,140.0,144.0,184.0,186.0,218.0,214.0,248.0,250.0
YBR084W,MIS1,2,411054.0,413981.0,1,410454.0,410754.0,411040.0,100.0,360.0,153.0,33.0,35.0,74.0,74.0,116.0,118.0,153.0,153.0,193.0,191.0,232.0,236.0
YBR085W,AAC3,2,415983.0,416906.0,1,415383.0,415683.0,415908.0,27.0,332.0,147.0,34.0,35.0,70.0,62.0,98.0,99.0,140.0,148.0,193.0,209.0,247.0,249.0
YBR086C,IST2,2,423041.0,420201.0,-1,423641.0,423341.0,423350.0,5.0,69.0,76.0,32.0,31.0,75.0,67.0,100.0,97.0,133.0,129.0,166.0,163.0,197.0,203.0
YBR087W,RFC5,2,423765.0,424829.0,1,423165.0,423465.0,423754.0,30.0,104.0,57.0,28.0,31.0,67.0,63.0,97.0,98.0,128.0,128.0,160.0,157.0,196.0,196.0
YBR088C,POL30,2,425766.0,424990.0,-1,426366.0,426066.0,425806.0,74.0,532.0,184.0,45.0,38.0,75.0,74.0,108.0,97.0,135.0,135.0,174.0,178.0,221.0,221.0
YBR089C-A,NHP6B,2,426489.0,426190.0,-1,427089.0,426789.0,426899.0,60.0,561.0,220.0,39.0,43.0,79.0,86.0,122.0,121.0,171.0,166.0,216.0,211.0,258.0,258.0
YBR091C,TIM12,2,427484.0,427155.0,-1,428084.0,427784.0,427525.0,75.0,350.0,157.0,33.0,32.0,63.0,55.0,100.0,100.0,145.0,145.0,190.0,192.0,231.0,231.0
YBR092C,PHO3,2,429101.0,427698.0,-1,429701.0,429401.0,429115.0,288.0,2263.0,356.0,30.0,33.0,56.0,60.0,97.0,98.0,131.0,132.0,164.0,166.0,208.0,211.0
YBR093C,PHO5,2,430951.0,429548.0,-1,431551.0,431251.0,430986.0,338.0,2204.0,392.0,37.0,37.0,76.0,76.0,116.0,113.0,146.0,147.0,186.0,185.0,236.0,238.0
YBR094W,PBY1,2,432036.0,434297.0,1,431436.0,431736.0,431970.0,80.0,255.0,75.0,32.0,31.0,65.0,69.0,101.0,106.0,144.0,144.0,186.0,198.0,233.0,237.0
YBR095C,RXT2,2,435698.0,434406.0,-1,436298.0,435998.0,435722.0,20.0,107.0,66.0,39.0,37.0,79.0,76.0,111.0,102.0,147.0,140.0,174.0,176.0,217.0,215.0
YBR097W,VPS15,2,436951.0,441315.0,1,436351.0,436651.0,436883.0,0.0,0.0,2.0,30.0,25.0,59.0,56.0,94.0,97.0,132.0,136.0,171.0,171.0,206.0,207.0
YBR098W,MMS4,2,441515.0,443590.0,1,440915.0,441215.0,441495.0,2.0,20.0,41.0,29.0,34.0,58.0,57.0,92.0,92.0,126.0,126.0,158.0,159.0,194.0,193.0
YBR101C,FES1,2,444693.0,443821.0,-1,445293.0,444993.0,444743.0,40.0,304.0,255.0,35.0,44.0,74.0,84.0,115.0,119.0,144.0,153.0,184.0,191.0,222.0,231.0
YBR102C,EXO84,2,447323.0,445062.0,-1,447923.0,447623.0,447387.0,5.0,55.0,66.0,33.0,39.0,68.0,66.0,100.0,101.0,138.0,144.0,178.0,181.0,214.0,216.0
YBR103W,SIF2,2,447709.0,449316.0,1,447109.0,447409.0,447578.0,8.0,72.0,85.0,37.0,31.0,70.0,67.0,103.0,103.0,139.0,145.0,182.0,184.0,225.0,222.0
YBR104W,YMC2,2,449667.0,450656.0,1,449067.0,449367.0,449579.0,208.0,1850.0,377.0,35.0,33.0,66.0,78.0,110.0,107.0,141.0,149.0,182.0,190.0,225.0,235.0
YBR105C,VID24,2,451969.0,450881.0,-1,452569.0,452269.0,451992.0,10.0,86.0,115.0,40.0,40.0,69.0,70.0,117.0,110.0,168.0,166.0,203.0,202.0,248.0,246.0
YBR106W,PHO88,2,452658.0,453224.0,1,452058.0,452358.0,452625.0,265.0,3232.0,691.0,39.0,33.0,87.0,74.0,120.0,119.0,172.0,174.0,217.0,208.0,247.0,240.0
YBR107C,IML3,2,454530.0,453793.0,-1,455130.0,454830.0,454579.0,4.0,49.0,90.0,41.0,46.0,80.0,75.0,111.0,118.0,157.0,162.0,198.0,199.0,240.0,246.0
YBR108W,AIM3,2,454822.0,457665.0,1,454222.0,454522.0,454770.0,3.0,32.0,49.0,28.0,31.0,71.0,75.0,111.0,111.0,146.0,156.0,194.0,196.0,238.0,243.0
YBR109C,CMD1,2,458362.0,457919.0,-1,458962.0,458662.0,458401.0,171.0,1876.0,634.0,33.0,40.0,63.0,69.0,101.0,108.0,144.0,145.0,178.0,183.0,211.0,215.0
YBR110W,ALG1,2,458872.0,460221.0,1,458272.0,458572.0,458824.0,41.0,267.0,175.0,35.0,37.0,75.0,74.0,115.0,109.0,144.0,143.0,179.0,176.0,215.0,220.0
YBR111C,YSA1,2,461873.0,461178.0,-1,462473.0,462173.0,461881.0,55.0,488.0,176.0,36.0,39.0,77.0,80.0,119.0,119.0,146.0,149.0,182.0,181.0,212.0,213.0
YBR111W-A,SUS1,2,462139.0,462579.0,1,461539.0,461839.0,462098.0,13.0,76.0,72.0,36.0,40.0,87.0,81.0,118.0,118.0,157.0,156.0,206.0,202.0,247.0,250.0
YBR112C,CYC8,2,465770.0,462870.0,-1,466370.0,466070.0,465964.0,1.0,15.0,31.0,31.0,34.0,72.0,71.0,106.0,117.0,144.0,171.0,191.0,212.0,242.0,265.0
YBR114W,RAD16,2,467248.0,469620.0,1,466648.0,466948.0,467160.0,2.0,27.0,37.0,37.0,33.0,69.0,86.0,123.0,128.0,165.0,167.0,201.0,202.0,238.0,253.0
YBR115C,LYS2,2,473926.0,469748.0,-1,474526.0,474226.0,473970.0,1.0,14.0,19.0,31.0,33.0,73.0,76.0,115.0,114.0,142.0,148.0,185.0,188.0,230.0,237.0
YBR117C,TKL2,2,476437.0,474392.0,-1,477037.0,476737.0,476468.0,1.0,2.0,5.0,34.0,35.0,68.0,78.0,118.0,122.0,160.0,166.0,198.0,201.0,226.0,234.0
YBR118W,TEF2,2,477671.0,479047.0,1,477071.0,477371.0,477649.0,6980.0,29428.0,1082.0,28.0,28.0,57.0,62.0,94.0,101.0,138.0,144.0,185.0,196.0,223.0,228.0
YBR119W,MUD1,2,479338.0,480323.0,1,478738.0,479038.0,479290.0,15.0,72.0,68.0,34.0,34.0,74.0,63.0,92.0,97.0,140.0,141.0,186.0,187.0,228.0,230.0
YBR120C,CBP6,2,480923.0,480435.0,-1,481523.0,481223.0,480993.0,13.0,82.0,87.0,37.0,35.0,78.0,77.0,111.0,103.0,138.0,132.0,173.0,176.0,216.0,218.0
YBR122C,MRPL36,2,484503.0,483970.0,-1,485103.0,484803.0,484536.0,79.0,449.0,247.0,37.0,33.0,71.0,65.0,106.0,99.0,141.0,142.0,187.0,188.0,229.0,230.0
YBR123C,TFC1,2,486691.0,484742.0,-1,487291.0,486991.0,486754.0,21.0,157.0,168.0,34.0,38.0,68.0,69.0,95.0,90.0,120.0,125.0,152.0,157.0,192.0,205.0
YBR125C,PTC4,2,488380.0,487199.0,-1,488980.0,488680.0,488576.0,1.0,2.0,9.0,39.0,30.0,74.0,77.0,107.0,111.0,152.0,154.0,187.0,194.0,230.0,235.0
YBR126C,TPS1,2,490392.0,488905.0,-1,490992.0,490692.0,490499.0,62.0,695.0,336.0,38.0,37.0,75.0,107.0,141.0,162.0,200.0,206.0,243.0,259.0,294.0,303.0
YBR127C,VMA2,2,492822.0,491269.0,-1,493422.0,493122.0,492886.0,7235.0,46914.0,1768.0,33.0,27.0,66.0,70.0,112.0,121.0,159.0,164.0,206.0,202.0,240.0,236.0
YBR128C,ATG14,2,494115.0,493081.0,-1,494715.0,494415.0,494294.0,1.0,3.0,11.0,33.0,23.0,55.0,56.0,79.0,81.0,111.0,116.0,139.0,157.0,177.0,199.0
YBR129C,OPY1,2,495339.0,494353.0,-1,495939.0,495639.0,495374.0,6.0,58.0,69.0,35.0,35.0,69.0,65.0,106.0,112.0,150.0,152.0,196.0,194.0,232.0,236.0
YBR130C,SHE3,2,496869.0,495592.0,-1,497469.0,497169.0,496929.0,26.0,238.0,131.0,45.0,42.0,81.0,74.0,112.0,106.0,148.0,145.0,189.0,177.0,222.0,218.0
YBR131W,CCZ1,2,497163.0,499277.0,1,496563.0,496863.0,497119.0,12.0,89.0,83.0,28.0,35.0,65.0,75.0,112.0,122.0,152.0,161.0,191.0,192.0,221.0,224.0
YBR132C,AGP2,2,501442.0,499652.0,-1,502042.0,501742.0,501606.0,107.0,424.0,150.0,37.0,34.0,75.0,82.0,121.0,131.0,164.0,174.0,211.0,214.0,254.0,251.0
YBR133C,HSL7,2,504287.0,501804.0,-1,504887.0,504587.0,504446.0,7.0,164.0,187.0,37.0,34.0,73.0,72.0,111.0,110.0,147.0,155.0,187.0,199.0,235.0,244.0
YBR135W,CKS1,2,504854.0,505306.0,1,504254.0,504554.0,504760.0,101.0,469.0,168.0,44.0,38.0,80.0,80.0,123.0,113.0,156.0,153.0,199.0,188.0,232.0,225.0
YBR141C,BMT2,2,528038.0,527025.0,-1,528638.0,528338.0,528083.0,4.0,63.0,88.0,37.0,36.0,72.0,70.0,113.0,110.0,151.0,149.0,187.0,184.0,230.0,229.0
YBR142W,MAK5,2,528317.0,530638.0,1,527717.0,528017.0,528241.0,6.0,232.0,205.0,35.0,36.0,70.0,72.0,110.0,115.0,149.0,149.0,183.0,187.0,222.0,219.0
YBR143C,SUP45,2,532182.0,530869.0,-1,532782.0,532482.0,532210.0,91.0,1214.0,535.0,34.0,34.0,67.0,72.0,107.0,107.0,135.0,137.0,173.0,176.0,207.0,210.0
YBR145W,ADH5,2,533762.0,534817.0,1,533162.0,533462.0,533721.0,41.0,413.0,171.0,32.0,35.0,68.0,75.0,113.0,118.0,156.0,158.0,189.0,190.0,224.0,230.0
YBR146W,MRPS9,2,535260.0,536096.0,1,534660.0,534960.0,535197.0,46.0,790.0,369.0,38.0,37.0,68.0,62.0,101.0,100.0,131.0,121.0,159.0,164.0,201.0,202.0
